t;f ;; t;y ;; t;g ;; t;z ;; t;fx;fy ;; t;cx;cy ;; t;Cx;Cy
7.800 ; 0.500 ;; 7.800 ; Infinity ;; 7.800 ; 0.500 ;; 7.800 ; NaN ;; 7.800 ; 0.367 ; 0.000 ;; 7.800 ; 0.046 ; 1.039 ;; 7.800 ; 0.044 ; 0.999
7.810 ; 0.500 ;; 7.810 ; Infinity ;; 7.810 ; 0.500 ;; 7.810 ; NaN ;; 7.810 ; 0.367 ; 0.000 ;; 7.810 ; 0.036 ; 1.039 ;; 7.810 ; 0.034 ; 0.999
7.820 ; 0.500 ;; 7.820 ; Infinity ;; 7.820 ; 0.500 ;; 7.820 ; NaN ;; 7.820 ; 0.367 ; 0.000 ;; 7.820 ; 0.025 ; 1.040 ;; 7.820 ; 0.024 ; 1.000
7.830 ; 0.500 ;; 7.830 ; Infinity ;; 7.830 ; 0.500 ;; 7.830 ; NaN ;; 7.830 ; 0.367 ; 0.000 ;; 7.830 ; 0.015 ; 1.040 ;; 7.830 ; 0.014 ; 1.000
7.840 ; 0.500 ;; 7.840 ; Infinity ;; 7.840 ; 0.500 ;; 7.840 ; NaN ;; 7.840 ; 0.367 ; 0.000 ;; 7.840 ; 0.004 ; 1.040 ;; 7.840 ; 0.004 ; 1.000
7.850 ; 0.500 ;; 7.850 ; Infinity ;; 7.850 ; 0.500 ;; 7.850 ; NaN ;; 7.850 ; 0.367 ; 0.000 ;; 7.850 ; -0.006 ; 1.040 ;; 7.850 ; -0.006 ; 1.000
7.860 ; 0.500 ;; 7.860 ; Infinity ;; 7.860 ; 0.500 ;; 7.860 ; NaN ;; 7.860 ; 0.367 ; 0.000 ;; 7.860 ; -0.016 ; 1.040 ;; 7.860 ; -0.016 ; 1.000
7.870 ; 0.500 ;; 7.870 ; Infinity ;; 7.870 ; 0.500 ;; 7.870 ; NaN ;; 7.870 ; 0.367 ; 0.000 ;; 7.870 ; -0.027 ; 1.040 ;; 7.870 ; -0.026 ; 1.000
7.880 ; 0.500 ;; 7.880 ; Infinity ;; 7.880 ; 0.500 ;; 7.880 ; NaN ;; 7.880 ; 0.367 ; 0.000 ;; 7.880 ; -0.037 ; 1.040 ;; 7.880 ; -0.036 ; 0.999
7.890 ; 0.500 ;; 7.890 ; Infinity ;; 7.890 ; 0.500 ;; 7.890 ; NaN ;; 7.890 ; 0.367 ; 0.000 ;; 7.890 ; -0.048 ; 1.039 ;; 7.890 ; -0.046 ; 0.999
7.900 ; 0.500 ;; 7.900 ; Infinity ;; 7.900 ; 0.500 ;; 7.900 ; NaN ;; 7.900 ; 0.367 ; 0.000 ;; 7.900 ; -0.058 ; 1.039 ;; 7.900 ; -0.056 ; 0.998
7.910 ; 0.500 ;; 7.910 ; Infinity ;; 7.910 ; 0.500 ;; 7.910 ; NaN ;; 7.910 ; 0.367 ; 0.000 ;; 7.910 ; -0.068 ; 1.038 ;; 7.910 ; -0.066 ; 0.998
7.920 ; 0.500 ;; 7.920 ; Infinity ;; 7.920 ; 0.500 ;; 7.920 ; NaN ;; 7.920 ; 0.367 ; 0.000 ;; 7.920 ; -0.079 ; 1.037 ;; 7.920 ; -0.076 ; 0.997
7.930 ; 0.500 ;; 7.930 ; Infinity ;; 7.930 ; 0.500 ;; 7.930 ; NaN ;; 7.930 ; 0.367 ; 0.000 ;; 7.930 ; -0.089 ; 1.037 ;; 7.930 ; -0.086 ; 0.996
7.940 ; 0.500 ;; 7.940 ; Infinity ;; 7.940 ; 0.500 ;; 7.940 ; NaN ;; 7.940 ; 0.367 ; 0.000 ;; 7.940 ; -0.099 ; 1.036 ;; 7.940 ; -0.096 ; 0.995
7.950 ; 0.500 ;; 7.950 ; Infinity ;; 7.950 ; 0.500 ;; 7.950 ; NaN ;; 7.950 ; 0.367 ; 0.000 ;; 7.950 ; -0.110 ; 1.035 ;; 7.950 ; -0.106 ; 0.994
7.960 ; 0.500 ;; 7.960 ; Infinity ;; 7.960 ; 0.500 ;; 7.960 ; NaN ;; 7.960 ; 0.367 ; 0.000 ;; 7.960 ; -0.120 ; 1.034 ;; 7.960 ; -0.116 ; 0.993
7.970 ; 0.500 ;; 7.970 ; Infinity ;; 7.970 ; 0.500 ;; 7.970 ; NaN ;; 7.970 ; 0.367 ; 0.000 ;; 7.970 ; -0.131 ; 1.032 ;; 7.970 ; -0.126 ; 0.992
7.980 ; 0.500 ;; 7.980 ; Infinity ;; 7.980 ; 0.500 ;; 7.980 ; NaN ;; 7.980 ; 0.367 ; 0.000 ;; 7.980 ; -0.141 ; 1.031 ;; 7.980 ; -0.136 ; 0.991
7.990 ; 0.500 ;; 7.990 ; Infinity ;; 7.990 ; 0.500 ;; 7.990 ; NaN ;; 7.990 ; 0.367 ; 0.000 ;; 7.990 ; -0.151 ; 1.030 ;; 7.990 ; -0.146 ; 0.989
8.000 ; 0.500 ;; 8.000 ; Infinity ;; 8.000 ; 0.500 ;; 8.000 ; NaN ;; 8.000 ; 0.367 ; 0.000 ;; 8.000 ; -0.161 ; 1.028 ;; 8.000 ; -0.156 ; 0.988
8.010 ; 0.500 ;; 8.010 ; Infinity ;; 8.010 ; 0.500 ;; 8.010 ; NaN ;; 8.010 ; 0.367 ; 0.000 ;; 8.010 ; -0.172 ; 1.027 ;; 8.010 ; -0.165 ; 0.986
8.020 ; 0.500 ;; 8.020 ; Infinity ;; 8.020 ; 0.500 ;; 8.020 ; NaN ;; 8.020 ; 0.367 ; 0.000 ;; 8.020 ; -0.182 ; 1.025 ;; 8.020 ; -0.175 ; 0.985
8.030 ; 0.500 ;; 8.030 ; Infinity ;; 8.030 ; 0.500 ;; 8.030 ; NaN ;; 8.030 ; 0.367 ; 0.000 ;; 8.030 ; -0.192 ; 1.023 ;; 8.030 ; -0.185 ; 0.983
8.040 ; 0.500 ;; 8.040 ; Infinity ;; 8.040 ; 0.500 ;; 8.040 ; NaN ;; 8.040 ; 0.367 ; 0.000 ;; 8.040 ; -0.202 ; 1.021 ;; 8.040 ; -0.195 ; 0.981
8.050 ; 0.500 ;; 8.050 ; Infinity ;; 8.050 ; 0.500 ;; 8.050 ; NaN ;; 8.050 ; 0.367 ; 0.000 ;; 8.050 ; -0.213 ; 1.019 ;; 8.050 ; -0.205 ; 0.979
8.060 ; 0.500 ;; 8.060 ; Infinity ;; 8.060 ; 0.500 ;; 8.060 ; NaN ;; 8.060 ; 0.367 ; 0.000 ;; 8.060 ; -0.223 ; 1.017 ;; 8.060 ; -0.214 ; 0.977
8.070 ; 0.500 ;; 8.070 ; Infinity ;; 8.070 ; 0.500 ;; 8.070 ; NaN ;; 8.070 ; 0.367 ; 0.000 ;; 8.070 ; -0.233 ; 1.015 ;; 8.070 ; -0.224 ; 0.975
8.080 ; 0.500 ;; 8.080 ; Infinity ;; 8.080 ; 0.500 ;; 8.080 ; NaN ;; 8.080 ; 0.367 ; 0.000 ;; 8.080 ; -0.243 ; 1.012 ;; 8.080 ; -0.234 ; 0.972
8.090 ; 0.500 ;; 8.090 ; Infinity ;; 8.090 ; 0.500 ;; 8.090 ; NaN ;; 8.090 ; 0.367 ; 0.000 ;; 8.090 ; -0.253 ; 1.010 ;; 8.090 ; -0.244 ; 0.970
8.100 ; 0.500 ;; 8.100 ; Infinity ;; 8.100 ; 0.500 ;; 8.100 ; NaN ;; 8.100 ; 0.367 ; 0.000 ;; 8.100 ; -0.263 ; 1.008 ;; 8.100 ; -0.253 ; 0.967
8.110 ; 0.500 ;; 8.110 ; Infinity ;; 8.110 ; 0.500 ;; 8.110 ; NaN ;; 8.110 ; 0.367 ; 0.000 ;; 8.110 ; -0.274 ; 1.005 ;; 8.110 ; -0.263 ; 0.965
8.120 ; 0.500 ;; 8.120 ; Infinity ;; 8.120 ; 0.500 ;; 8.120 ; NaN ;; 8.120 ; 0.367 ; 0.000 ;; 8.120 ; -0.284 ; 1.002 ;; 8.120 ; -0.273 ; 0.962
8.130 ; 0.500 ;; 8.130 ; Infinity ;; 8.130 ; 0.500 ;; 8.130 ; NaN ;; 8.130 ; 0.367 ; 0.000 ;; 8.130 ; -0.294 ; 0.999 ;; 8.130 ; -0.282 ; 0.959
8.140 ; 0.500 ;; 8.140 ; Infinity ;; 8.140 ; 0.500 ;; 8.140 ; NaN ;; 8.140 ; 0.367 ; 0.000 ;; 8.140 ; -0.304 ; 0.996 ;; 8.140 ; -0.292 ; 0.956
8.150 ; 0.500 ;; 8.150 ; Infinity ;; 8.150 ; 0.500 ;; 8.150 ; NaN ;; 8.150 ; 0.367 ; 0.000 ;; 8.150 ; -0.314 ; 0.993 ;; 8.150 ; -0.301 ; 0.954
8.160 ; 0.500 ;; 8.160 ; Infinity ;; 8.160 ; 0.500 ;; 8.160 ; NaN ;; 8.160 ; 0.367 ; 0.000 ;; 8.160 ; -0.323 ; 0.990 ;; 8.160 ; -0.311 ; 0.950
8.170 ; 0.500 ;; 8.170 ; Infinity ;; 8.170 ; 0.500 ;; 8.170 ; NaN ;; 8.170 ; 0.367 ; 0.000 ;; 8.170 ; -0.333 ; 0.987 ;; 8.170 ; -0.320 ; 0.947
8.180 ; 0.500 ;; 8.180 ; Infinity ;; 8.180 ; 0.500 ;; 8.180 ; NaN ;; 8.180 ; 0.367 ; 0.000 ;; 8.180 ; -0.343 ; 0.984 ;; 8.180 ; -0.330 ; 0.944
8.190 ; 0.500 ;; 8.190 ; Infinity ;; 8.190 ; 0.500 ;; 8.190 ; NaN ;; 8.190 ; 0.367 ; 0.000 ;; 8.190 ; -0.353 ; 0.980 ;; 8.190 ; -0.339 ; 0.941
8.200 ; 0.500 ;; 8.200 ; Infinity ;; 8.200 ; 0.500 ;; 8.200 ; NaN ;; 8.200 ; 0.367 ; 0.000 ;; 8.200 ; -0.363 ; 0.977 ;; 8.200 ; -0.349 ; 0.937
8.210 ; 0.500 ;; 8.210 ; Infinity ;; 8.210 ; 0.500 ;; 8.210 ; NaN ;; 8.210 ; 0.367 ; 0.000 ;; 8.210 ; -0.373 ; 0.973 ;; 8.210 ; -0.358 ; 0.934
8.220 ; 0.500 ;; 8.220 ; Infinity ;; 8.220 ; 0.500 ;; 8.220 ; NaN ;; 8.220 ; 0.367 ; 0.000 ;; 8.220 ; -0.382 ; 0.969 ;; 8.220 ; -0.367 ; 0.930
8.230 ; 0.500 ;; 8.230 ; Infinity ;; 8.230 ; 0.500 ;; 8.230 ; NaN ;; 8.230 ; 0.367 ; 0.000 ;; 8.230 ; -0.392 ; 0.965 ;; 8.230 ; -0.377 ; 0.926
8.240 ; 0.500 ;; 8.240 ; Infinity ;; 8.240 ; 0.500 ;; 8.240 ; NaN ;; 8.240 ; 0.367 ; 0.000 ;; 8.240 ; -0.402 ; 0.962 ;; 8.240 ; -0.386 ; 0.923
8.250 ; 0.500 ;; 8.250 ; Infinity ;; 8.250 ; 0.500 ;; 8.250 ; NaN ;; 8.250 ; 0.367 ; 0.000 ;; 8.250 ; -0.411 ; 0.958 ;; 8.250 ; -0.395 ; 0.919
8.260 ; 0.500 ;; 8.260 ; Infinity ;; 8.260 ; 0.500 ;; 8.260 ; NaN ;; 8.260 ; 0.367 ; 0.000 ;; 8.260 ; -0.421 ; 0.953 ;; 8.260 ; -0.404 ; 0.915
8.270 ; 0.500 ;; 8.270 ; Infinity ;; 8.270 ; 0.500 ;; 8.270 ; NaN ;; 8.270 ; 0.367 ; 0.000 ;; 8.270 ; -0.430 ; 0.949 ;; 8.270 ; -0.413 ; 0.911
8.280 ; 0.500 ;; 8.280 ; Infinity ;; 8.280 ; 0.500 ;; 8.280 ; NaN ;; 8.280 ; 0.367 ; 0.000 ;; 8.280 ; -0.440 ; 0.945 ;; 8.280 ; -0.422 ; 0.906
8.290 ; 0.500 ;; 8.290 ; Infinity ;; 8.290 ; 0.500 ;; 8.290 ; NaN ;; 8.290 ; 0.367 ; 0.000 ;; 8.290 ; -0.449 ; 0.941 ;; 8.290 ; -0.432 ; 0.902
8.300 ; 0.500 ;; 8.300 ; Infinity ;; 8.300 ; 0.500 ;; 8.300 ; NaN ;; 8.300 ; 0.367 ; 0.000 ;; 8.300 ; -0.459 ; 0.936 ;; 8.300 ; -0.441 ; 0.898
8.310 ; 0.500 ;; 8.310 ; Infinity ;; 8.310 ; 0.500 ;; 8.310 ; NaN ;; 8.310 ; 0.367 ; 0.000 ;; 8.310 ; -0.468 ; 0.931 ;; 8.310 ; -0.449 ; 0.893
8.320 ; 0.500 ;; 8.320 ; Infinity ;; 8.320 ; 0.500 ;; 8.320 ; NaN ;; 8.320 ; 0.367 ; 0.000 ;; 8.320 ; -0.477 ; 0.927 ;; 8.320 ; -0.458 ; 0.889
8.330 ; 0.500 ;; 8.330 ; Infinity ;; 8.330 ; 0.500 ;; 8.330 ; NaN ;; 8.330 ; 0.367 ; 0.000 ;; 8.330 ; -0.487 ; 0.922 ;; 8.330 ; -0.467 ; 0.884
8.340 ; 0.500 ;; 8.340 ; Infinity ;; 8.340 ; 0.500 ;; 8.340 ; NaN ;; 8.340 ; 0.367 ; 0.000 ;; 8.340 ; -0.496 ; 0.917 ;; 8.340 ; -0.476 ; 0.879
8.350 ; 0.500 ;; 8.350 ; Infinity ;; 8.350 ; 0.500 ;; 8.350 ; NaN ;; 8.350 ; 0.367 ; 0.000 ;; 8.350 ; -0.505 ; 0.912 ;; 8.350 ; -0.485 ; 0.875
8.360 ; 0.500 ;; 8.360 ; Infinity ;; 8.360 ; 0.500 ;; 8.360 ; NaN ;; 8.360 ; 0.367 ; 0.000 ;; 8.360 ; -0.514 ; 0.907 ;; 8.360 ; -0.494 ; 0.870
8.370 ; 0.500 ;; 8.370 ; Infinity ;; 8.370 ; 0.500 ;; 8.370 ; NaN ;; 8.370 ; 0.367 ; 0.000 ;; 8.370 ; -0.523 ; 0.902 ;; 8.370 ; -0.502 ; 0.865
8.380 ; 0.500 ;; 8.380 ; Infinity ;; 8.380 ; 0.500 ;; 8.380 ; NaN ;; 8.380 ; 0.367 ; 0.000 ;; 8.380 ; -0.532 ; 0.897 ;; 8.380 ; -0.511 ; 0.860
8.390 ; 0.500 ;; 8.390 ; Infinity ;; 8.390 ; 0.500 ;; 8.390 ; NaN ;; 8.390 ; 0.367 ; 0.000 ;; 8.390 ; -0.541 ; 0.891 ;; 8.390 ; -0.519 ; 0.855
8.400 ; 0.500 ;; 8.400 ; Infinity ;; 8.400 ; 0.500 ;; 8.400 ; NaN ;; 8.400 ; 0.367 ; 0.000 ;; 8.400 ; -0.550 ; 0.886 ;; 8.400 ; -0.528 ; 0.849
8.410 ; 0.500 ;; 8.410 ; Infinity ;; 8.410 ; 0.500 ;; 8.410 ; NaN ;; 8.410 ; 0.367 ; 0.000 ;; 8.410 ; -0.559 ; 0.880 ;; 8.410 ; -0.536 ; 0.844
8.420 ; 0.500 ;; 8.420 ; Infinity ;; 8.420 ; 0.500 ;; 8.420 ; NaN ;; 8.420 ; 0.367 ; 0.000 ;; 8.420 ; -0.568 ; 0.875 ;; 8.420 ; -0.545 ; 0.839
8.430 ; 0.500 ;; 8.430 ; Infinity ;; 8.430 ; 0.500 ;; 8.430 ; NaN ;; 8.430 ; 0.367 ; 0.000 ;; 8.430 ; -0.577 ; 0.869 ;; 8.430 ; -0.553 ; 0.833
8.440 ; 0.500 ;; 8.440 ; Infinity ;; 8.440 ; 0.500 ;; 8.440 ; NaN ;; 8.440 ; 0.367 ; 0.000 ;; 8.440 ; -0.585 ; 0.863 ;; 8.440 ; -0.561 ; 0.827
8.450 ; 0.500 ;; 8.450 ; Infinity ;; 8.450 ; 0.500 ;; 8.450 ; NaN ;; 8.450 ; 0.367 ; 0.000 ;; 8.450 ; -0.594 ; 0.858 ;; 8.450 ; -0.570 ; 0.822
8.460 ; 0.500 ;; 8.460 ; Infinity ;; 8.460 ; 0.500 ;; 8.460 ; NaN ;; 8.460 ; 0.367 ; 0.000 ;; 8.460 ; -0.603 ; 0.852 ;; 8.460 ; -0.578 ; 0.816
8.470 ; 0.500 ;; 8.470 ; Infinity ;; 8.470 ; 0.500 ;; 8.470 ; NaN ;; 8.470 ; 0.367 ; 0.000 ;; 8.470 ; -0.611 ; 0.846 ;; 8.470 ; -0.586 ; 0.810
8.480 ; 0.500 ;; 8.480 ; Infinity ;; 8.480 ; 0.500 ;; 8.480 ; NaN ;; 8.480 ; 0.367 ; 0.000 ;; 8.480 ; -0.620 ; 0.840 ;; 8.480 ; -0.594 ; 0.804
8.490 ; 0.500 ;; 8.490 ; Infinity ;; 8.490 ; 0.500 ;; 8.490 ; NaN ;; 8.490 ; 0.367 ; 0.000 ;; 8.490 ; -0.628 ; 0.833 ;; 8.490 ; -0.602 ; 0.798
8.500 ; 0.500 ;; 8.500 ; Infinity ;; 8.500 ; 0.500 ;; 8.500 ; NaN ;; 8.500 ; 0.367 ; 0.000 ;; 8.500 ; -0.636 ; 0.827 ;; 8.500 ; -0.610 ; 0.792
8.510 ; 0.500 ;; 8.510 ; Infinity ;; 8.510 ; 0.500 ;; 8.510 ; NaN ;; 8.510 ; 0.367 ; 0.000 ;; 8.510 ; -0.645 ; 0.821 ;; 8.510 ; -0.618 ; 0.786
8.520 ; 0.500 ;; 8.520 ; Infinity ;; 8.520 ; 0.500 ;; 8.520 ; NaN ;; 8.520 ; 0.367 ; 0.000 ;; 8.520 ; -0.653 ; 0.814 ;; 8.520 ; -0.626 ; 0.780
8.530 ; 0.500 ;; 8.530 ; Infinity ;; 8.530 ; 0.500 ;; 8.530 ; NaN ;; 8.530 ; 0.367 ; 0.000 ;; 8.530 ; -0.661 ; 0.808 ;; 8.530 ; -0.634 ; 0.774
8.540 ; 0.500 ;; 8.540 ; Infinity ;; 8.540 ; 0.500 ;; 8.540 ; NaN ;; 8.540 ; 0.367 ; 0.000 ;; 8.540 ; -0.669 ; 0.801 ;; 8.540 ; -0.641 ; 0.767
8.550 ; 0.500 ;; 8.550 ; Infinity ;; 8.550 ; 0.500 ;; 8.550 ; NaN ;; 8.550 ; 0.367 ; 0.000 ;; 8.550 ; -0.677 ; 0.794 ;; 8.550 ; -0.649 ; 0.761
8.560 ; 0.500 ;; 8.560 ; Infinity ;; 8.560 ; 0.500 ;; 8.560 ; NaN ;; 8.560 ; 0.367 ; 0.000 ;; 8.560 ; -0.685 ; 0.788 ;; 8.560 ; -0.656 ; 0.754
8.570 ; 0.500 ;; 8.570 ; Infinity ;; 8.570 ; 0.500 ;; 8.570 ; NaN ;; 8.570 ; 0.367 ; 0.000 ;; 8.570 ; -0.693 ; 0.781 ;; 8.570 ; -0.664 ; 0.748
8.580 ; 0.500 ;; 8.580 ; Infinity ;; 8.580 ; 0.500 ;; 8.580 ; NaN ;; 8.580 ; 0.367 ; 0.000 ;; 8.580 ; -0.701 ; 0.774 ;; 8.580 ; -0.671 ; 0.741
8.590 ; 0.500 ;; 8.590 ; Infinity ;; 8.590 ; 0.500 ;; 8.590 ; NaN ;; 8.590 ; 0.367 ; 0.000 ;; 8.590 ; -0.708 ; 0.767 ;; 8.590 ; -0.679 ; 0.734
8.600 ; 0.500 ;; 8.600 ; Infinity ;; 8.600 ; 0.500 ;; 8.600 ; NaN ;; 8.600 ; 0.367 ; 0.000 ;; 8.600 ; -0.716 ; 0.760 ;; 8.600 ; -0.686 ; 0.727
8.610 ; 0.500 ;; 8.610 ; Infinity ;; 8.610 ; 0.500 ;; 8.610 ; NaN ;; 8.610 ; 0.367 ; 0.000 ;; 8.610 ; -0.724 ; 0.753 ;; 8.610 ; -0.693 ; 0.721
8.620 ; 0.500 ;; 8.620 ; Infinity ;; 8.620 ; 0.500 ;; 8.620 ; NaN ;; 8.620 ; 0.367 ; 0.000 ;; 8.620 ; -0.731 ; 0.745 ;; 8.620 ; -0.701 ; 0.714
8.630 ; 0.500 ;; 8.630 ; Infinity ;; 8.630 ; 0.500 ;; 8.630 ; NaN ;; 8.630 ; 0.367 ; 0.000 ;; 8.630 ; -0.739 ; 0.738 ;; 8.630 ; -0.708 ; 0.707
8.640 ; 0.500 ;; 8.640 ; Infinity ;; 8.640 ; 0.500 ;; 8.640 ; NaN ;; 8.640 ; 0.367 ; 0.000 ;; 8.640 ; -0.746 ; 0.731 ;; 8.640 ; -0.715 ; 0.699
8.650 ; 0.500 ;; 8.650 ; Infinity ;; 8.650 ; 0.500 ;; 8.650 ; NaN ;; 8.650 ; 0.367 ; 0.000 ;; 8.650 ; -0.753 ; 0.723 ;; 8.650 ; -0.722 ; 0.692
8.660 ; 0.500 ;; 8.660 ; Infinity ;; 8.660 ; 0.500 ;; 8.660 ; NaN ;; 8.660 ; 0.367 ; 0.000 ;; 8.660 ; -0.760 ; 0.716 ;; 8.660 ; -0.729 ; 0.685
8.670 ; 0.500 ;; 8.670 ; Infinity ;; 8.670 ; 0.500 ;; 8.670 ; NaN ;; 8.670 ; 0.367 ; 0.000 ;; 8.670 ; -0.768 ; 0.708 ;; 8.670 ; -0.735 ; 0.678
8.680 ; 0.500 ;; 8.680 ; Infinity ;; 8.680 ; 0.500 ;; 8.680 ; NaN ;; 8.680 ; 0.367 ; 0.000 ;; 8.680 ; -0.775 ; 0.700 ;; 8.680 ; -0.742 ; 0.670
8.690 ; 0.500 ;; 8.690 ; Infinity ;; 8.690 ; 0.500 ;; 8.690 ; NaN ;; 8.690 ; 0.367 ; 0.000 ;; 8.690 ; -0.782 ; 0.693 ;; 8.690 ; -0.749 ; 0.663
8.700 ; 0.500 ;; 8.700 ; Infinity ;; 8.700 ; 0.500 ;; 8.700 ; NaN ;; 8.700 ; 0.367 ; 0.000 ;; 8.700 ; -0.789 ; 0.685 ;; 8.700 ; -0.755 ; 0.655
8.710 ; 0.500 ;; 8.710 ; Infinity ;; 8.710 ; 0.500 ;; 8.710 ; NaN ;; 8.710 ; 0.367 ; 0.000 ;; 8.710 ; -0.796 ; 0.677 ;; 8.710 ; -0.762 ; 0.648
8.720 ; 0.500 ;; 8.720 ; Infinity ;; 8.720 ; 0.500 ;; 8.720 ; NaN ;; 8.720 ; 0.367 ; 0.000 ;; 8.720 ; -0.802 ; 0.669 ;; 8.720 ; -0.768 ; 0.640
8.730 ; 0.500 ;; 8.730 ; Infinity ;; 8.730 ; 0.500 ;; 8.730 ; NaN ;; 8.730 ; 0.367 ; 0.000 ;; 8.730 ; -0.809 ; 0.661 ;; 8.730 ; -0.775 ; 0.632
8.740 ; 0.500 ;; 8.740 ; Infinity ;; 8.740 ; 0.500 ;; 8.740 ; NaN ;; 8.740 ; 0.367 ; 0.000 ;; 8.740 ; -0.816 ; 0.653 ;; 8.740 ; -0.781 ; 0.625
8.750 ; 0.500 ;; 8.750 ; Infinity ;; 8.750 ; 0.500 ;; 8.750 ; NaN ;; 8.750 ; 0.367 ; 0.000 ;; 8.750 ; -0.822 ; 0.645 ;; 8.750 ; -0.787 ; 0.617
8.760 ; 0.500 ;; 8.760 ; Infinity ;; 8.760 ; 0.500 ;; 8.760 ; NaN ;; 8.760 ; 0.367 ; 0.000 ;; 8.760 ; -0.829 ; 0.637 ;; 8.760 ; -0.793 ; 0.609
8.770 ; 0.500 ;; 8.770 ; Infinity ;; 8.770 ; 0.500 ;; 8.770 ; NaN ;; 8.770 ; 0.367 ; 0.000 ;; 8.770 ; -0.835 ; 0.628 ;; 8.770 ; -0.799 ; 0.601
8.780 ; 0.500 ;; 8.780 ; Infinity ;; 8.780 ; 0.500 ;; 8.780 ; NaN ;; 8.780 ; 0.367 ; 0.000 ;; 8.780 ; -0.841 ; 0.620 ;; 8.780 ; -0.805 ; 0.593
8.790 ; 0.500 ;; 8.790 ; Infinity ;; 8.790 ; 0.500 ;; 8.790 ; NaN ;; 8.790 ; 0.367 ; 0.000 ;; 8.790 ; -0.847 ; 0.611 ;; 8.790 ; -0.811 ; 0.585
8.800 ; 0.500 ;; 8.800 ; Infinity ;; 8.800 ; 0.500 ;; 8.800 ; NaN ;; 8.800 ; 0.367 ; 0.000 ;; 8.800 ; -0.854 ; 0.603 ;; 8.800 ; -0.817 ; 0.577
8.810 ; 0.500 ;; 8.810 ; Infinity ;; 8.810 ; 0.500 ;; 8.810 ; NaN ;; 8.810 ; 0.367 ; 0.000 ;; 8.810 ; -0.860 ; 0.594 ;; 8.810 ; -0.823 ; 0.568
8.820 ; 0.500 ;; 8.820 ; Infinity ;; 8.820 ; 0.500 ;; 8.820 ; NaN ;; 8.820 ; 0.367 ; 0.000 ;; 8.820 ; -0.865 ; 0.586 ;; 8.820 ; -0.828 ; 0.560
8.830 ; 0.500 ;; 8.830 ; Infinity ;; 8.830 ; 0.500 ;; 8.830 ; NaN ;; 8.830 ; 0.367 ; 0.000 ;; 8.830 ; -0.871 ; 0.577 ;; 8.830 ; -0.834 ; 0.552
8.840 ; 0.500 ;; 8.840 ; Infinity ;; 8.840 ; 0.500 ;; 8.840 ; NaN ;; 8.840 ; 0.367 ; 0.000 ;; 8.840 ; -0.877 ; 0.569 ;; 8.840 ; -0.839 ; 0.544
8.850 ; 0.500 ;; 8.850 ; Infinity ;; 8.850 ; 0.500 ;; 8.850 ; NaN ;; 8.850 ; 0.367 ; 0.000 ;; 8.850 ; -0.883 ; 0.560 ;; 8.850 ; -0.845 ; 0.535
8.860 ; 0.500 ;; 8.860 ; Infinity ;; 8.860 ; 0.500 ;; 8.860 ; NaN ;; 8.860 ; 0.367 ; 0.000 ;; 8.860 ; -0.888 ; 0.551 ;; 8.860 ; -0.850 ; 0.527
8.870 ; 0.500 ;; 8.870 ; Infinity ;; 8.870 ; 0.500 ;; 8.870 ; NaN ;; 8.870 ; 0.367 ; 0.000 ;; 8.870 ; -0.894 ; 0.542 ;; 8.870 ; -0.855 ; 0.518
8.880 ; 0.500 ;; 8.880 ; Infinity ;; 8.880 ; 0.500 ;; 8.880 ; NaN ;; 8.880 ; 0.367 ; 0.000 ;; 8.880 ; -0.899 ; 0.533 ;; 8.880 ; -0.860 ; 0.510
8.890 ; 0.500 ;; 8.890 ; Infinity ;; 8.890 ; 0.500 ;; 8.890 ; NaN ;; 8.890 ; 0.367 ; 0.000 ;; 8.890 ; -0.905 ; 0.524 ;; 8.890 ; -0.866 ; 0.501
8.900 ; 0.500 ;; 8.900 ; Infinity ;; 8.900 ; 0.500 ;; 8.900 ; NaN ;; 8.900 ; 0.367 ; 0.000 ;; 8.900 ; -0.910 ; 0.515 ;; 8.900 ; -0.870 ; 0.492
8.910 ; 0.500 ;; 8.910 ; Infinity ;; 8.910 ; 0.500 ;; 8.910 ; NaN ;; 8.910 ; 0.367 ; 0.000 ;; 8.910 ; -0.915 ; 0.506 ;; 8.910 ; -0.875 ; 0.483
8.920 ; 0.500 ;; 8.920 ; Infinity ;; 8.920 ; 0.500 ;; 8.920 ; NaN ;; 8.920 ; 0.367 ; 0.000 ;; 8.920 ; -0.920 ; 0.497 ;; 8.920 ; -0.880 ; 0.475
8.930 ; 0.500 ;; 8.930 ; Infinity ;; 8.930 ; 0.500 ;; 8.930 ; NaN ;; 8.930 ; 0.367 ; 0.000 ;; 8.930 ; -0.925 ; 0.488 ;; 8.930 ; -0.885 ; 0.466
8.940 ; 0.500 ;; 8.940 ; Infinity ;; 8.940 ; 0.500 ;; 8.940 ; NaN ;; 8.940 ; 0.367 ; 0.000 ;; 8.940 ; -0.930 ; 0.478 ;; 8.940 ; -0.889 ; 0.457
8.950 ; 0.500 ;; 8.950 ; Infinity ;; 8.950 ; 0.500 ;; 8.950 ; NaN ;; 8.950 ; 0.367 ; 0.000 ;; 8.950 ; -0.935 ; 0.469 ;; 8.950 ; -0.894 ; 0.448
8.960 ; 0.500 ;; 8.960 ; Infinity ;; 8.960 ; 0.500 ;; 8.960 ; NaN ;; 8.960 ; 0.367 ; 0.000 ;; 8.960 ; -0.939 ; 0.460 ;; 8.960 ; -0.898 ; 0.439
